day,category,count
485,Ads Related Issues,2
485,Listening Related Issues,1
485,User Experience Issues,1
485,Coins Related Issues,0
485,Content Discovery Issues,0
485,Content Quality Issues,0
485,Support & Service Issues,0
485,Localization Issues,0
486,Ads Related Issues,1
486,Coins Related Issues,0
486,Content Discovery Issues,0
486,Listening Related Issues,0
486,Content Quality Issues,0
486,User Experience Issues,0
486,Support & Service Issues,0
486,Localization Issues,0
489,Listening Related Issues,1
489,Ads Related Issues,0
489,Coins Related Issues,0
489,Content Discovery Issues,0
489,Content Quality Issues,0
489,User Experience Issues,0
489,Support & Service Issues,0
489,Localization Issues,0
492,Coins Related Issues,1
492,Ads Related Issues,0
492,Content Discovery Issues,0
492,Listening Related Issues,0
492,Content Quality Issues,0
492,User Experience Issues,0
492,Support & Service Issues,0
492,Localization Issues,0
493,Coins Related Issues,1
493,Ads Related Issues,0
493,Content Discovery Issues,0
493,Listening Related Issues,0
493,Content Quality Issues,0
493,User Experience Issues,0
493,Support & Service Issues,0
493,Localization Issues,0
494,Coins Related Issues,1
494,Ads Related Issues,0
494,Content Discovery Issues,0
494,Listening Related Issues,0
494,Content Quality Issues,0
494,User Experience Issues,0
494,Support & Service Issues,0
494,Localization Issues,0
495,Listening Related Issues,1
495,Ads Related Issues,0
495,Coins Related Issues,0
495,Content Discovery Issues,0
495,Content Quality Issues,0
495,User Experience Issues,0
495,Support & Service Issues,0
495,Localization Issues,0
496,Listening Related Issues,2
496,Coins Related Issues,1
496,Content Quality Issues,1
496,Localization Issues,1
496,Ads Related Issues,0
496,Content Discovery Issues,0
496,User Experience Issues,0
496,Support & Service Issues,0
497,Coins Related Issues,1
497,Ads Related Issues,0
497,Content Discovery Issues,0
497,Listening Related Issues,0
497,Content Quality Issues,0
497,User Experience Issues,0
497,Support & Service Issues,0
497,Localization Issues,0
498,Coins Related Issues,1
498,Listening Related Issues,1
498,Ads Related Issues,0
498,Content Discovery Issues,0
498,Content Quality Issues,0
498,User Experience Issues,0
498,Support & Service Issues,0
498,Localization Issues,0
499,Coins Related Issues,1
499,Ads Related Issues,0
499,Content Discovery Issues,0
499,Listening Related Issues,0
499,Content Quality Issues,0
499,User Experience Issues,0
499,Support & Service Issues,0
499,Localization Issues,0
501,Coins Related Issues,1
501,Ads Related Issues,0
501,Content Discovery Issues,0
501,Listening Related Issues,0
501,Content Quality Issues,0
501,User Experience Issues,0
501,Support & Service Issues,0
501,Localization Issues,0
502,Coins Related Issues,1
502,Ads Related Issues,0
502,Content Discovery Issues,0
502,Listening Related Issues,0
502,Content Quality Issues,0
502,User Experience Issues,0
502,Support & Service Issues,0
502,Localization Issues,0
503,Ads Related Issues,1
503,Coins Related Issues,0
503,Content Discovery Issues,0
503,Listening Related Issues,0
503,Content Quality Issues,0
503,User Experience Issues,0
503,Support & Service Issues,0
503,Localization Issues,0
504,User Experience Issues,1
504,Ads Related Issues,0
504,Coins Related Issues,0
504,Content Discovery Issues,0
504,Listening Related Issues,0
504,Content Quality Issues,0
504,Support & Service Issues,0
504,Localization Issues,0
506,Coins Related Issues,2
506,Content Quality Issues,1
506,Ads Related Issues,0
506,Content Discovery Issues,0
506,Listening Related Issues,0
506,User Experience Issues,0
506,Support & Service Issues,0
506,Localization Issues,0
507,Content Discovery Issues,1
507,Support & Service Issues,1
507,Ads Related Issues,0
507,Coins Related Issues,0
507,Listening Related Issues,0
507,Content Quality Issues,0
507,User Experience Issues,0
507,Localization Issues,0
508,Ads Related Issues,1
508,Coins Related Issues,2
508,Content Discovery Issues,0
508,Listening Related Issues,0
508,Content Quality Issues,0
508,User Experience Issues,0
508,Support & Service Issues,0
508,Localization Issues,0
509,Content Quality Issues,1
509,Ads Related Issues,0
509,Coins Related Issues,0
509,Content Discovery Issues,0
509,Listening Related Issues,0
509,User Experience Issues,0
509,Support & Service Issues,0
509,Localization Issues,0
510,Support & Service Issues,1
510,Ads Related Issues,0
510,Coins Related Issues,0
510,Content Discovery Issues,0
510,Listening Related Issues,0
510,Content Quality Issues,0
510,User Experience Issues,0
510,Localization Issues,0
511,Coins Related Issues,2
511,Listening Related Issues,2
511,Content Quality Issues,1
511,Ads Related Issues,0
511,Content Discovery Issues,0
511,User Experience Issues,0
511,Support & Service Issues,0
511,Localization Issues,0
512,User Experience Issues,1
512,Ads Related Issues,0
512,Coins Related Issues,0
512,Content Discovery Issues,0
512,Listening Related Issues,0
512,Content Quality Issues,0
512,Support & Service Issues,0
512,Localization Issues,0
513,Coins Related Issues,1
513,User Experience Issues,1
513,Ads Related Issues,0
513,Content Discovery Issues,0
513,Listening Related Issues,0
513,Content Quality Issues,0
513,Support & Service Issues,0
513,Localization Issues,0
515,User Experience Issues,1
515,Ads Related Issues,0
515,Coins Related Issues,0
515,Content Discovery Issues,0
515,Listening Related Issues,0
515,Content Quality Issues,0
515,Support & Service Issues,0
515,Localization Issues,0
516,Coins Related Issues,1
516,Localization Issues,1
516,Ads Related Issues,0
516,Content Discovery Issues,0
516,Listening Related Issues,0
516,Content Quality Issues,0
516,User Experience Issues,0
516,Support & Service Issues,0
520,Content Quality Issues,1
520,Localization Issues,1
520,Ads Related Issues,0
520,Coins Related Issues,0
520,Content Discovery Issues,0
520,Listening Related Issues,0
520,User Experience Issues,0
520,Support & Service Issues,0
521,Ads Related Issues,1
521,Coins Related Issues,1
521,Content Discovery Issues,0
521,Listening Related Issues,0
521,Content Quality Issues,0
521,User Experience Issues,0
521,Support & Service Issues,0
521,Localization Issues,0
522,Ads Related Issues,1
522,Coins Related Issues,2
522,Content Discovery Issues,0
522,Listening Related Issues,0
522,Content Quality Issues,0
522,User Experience Issues,0
522,Support & Service Issues,0
522,Localization Issues,0
524,Listening Related Issues,1
524,User Experience Issues,1
524,Ads Related Issues,0
524,Coins Related Issues,0
524,Content Discovery Issues,0
524,Content Quality Issues,0
524,Support & Service Issues,0
524,Localization Issues,0
526,Listening Related Issues,2
526,User Experience Issues,1
526,Ads Related Issues,0
526,Coins Related Issues,0
526,Content Discovery Issues,0
526,Content Quality Issues,0
526,Support & Service Issues,0
526,Localization Issues,0
527,Coins Related Issues,1
527,Content Quality Issues,2
527,User Experience Issues,1
527,Ads Related Issues,0
527,Content Discovery Issues,0
527,Listening Related Issues,0
527,Support & Service Issues,0
527,Localization Issues,0
528,Coins Related Issues,1
528,Ads Related Issues,0
528,Content Discovery Issues,0
528,Listening Related Issues,0
528,Content Quality Issues,0
528,User Experience Issues,0
528,Support & Service Issues,0
528,Localization Issues,0
529,Support & Service Issues,1
529,Ads Related Issues,0
529,Coins Related Issues,0
529,Content Discovery Issues,0
529,Listening Related Issues,0
529,Content Quality Issues,0
529,User Experience Issues,0
529,Localization Issues,0
531,Coins Related Issues,1
531,Listening Related Issues,1
531,User Experience Issues,1
531,Ads Related Issues,0
531,Content Discovery Issues,0
531,Content Quality Issues,0
531,Support & Service Issues,0
531,Localization Issues,0
532,Coins Related Issues,2
532,User Experience Issues,1
532,Ads Related Issues,0
532,Content Discovery Issues,0
532,Listening Related Issues,0
532,Content Quality Issues,0
532,Support & Service Issues,0
532,Localization Issues,0
534,Listening Related Issues,1
534,Coins Related Issues,1
534,Ads Related Issues,0
534,Content Discovery Issues,0
534,Content Quality Issues,0
534,User Experience Issues,0
534,Support & Service Issues,0
534,Localization Issues,0
536,Coins Related Issues,1
536,Listening Related Issues,1
536,Support & Service Issues,1
536,Ads Related Issues,0
536,Content Discovery Issues,0
536,Content Quality Issues,0
536,User Experience Issues,0
536,Localization Issues,0
537,User Experience Issues,1
537,Ads Related Issues,0
537,Coins Related Issues,0
537,Content Discovery Issues,0
537,Listening Related Issues,0
537,Content Quality Issues,0
537,Support & Service Issues,0
537,Localization Issues,0
538,Coins Related Issues,1
538,Ads Related Issues,0
538,Content Discovery Issues,0
538,Listening Related Issues,0
538,Content Quality Issues,0
538,User Experience Issues,0
538,Support & Service Issues,0
538,Localization Issues,0
541,Coins Related Issues,1
541,User Experience Issues,1
541,Ads Related Issues,0
541,Content Discovery Issues,0
541,Listening Related Issues,0
541,Content Quality Issues,0
541,Support & Service Issues,0
541,Localization Issues,0
547,Coins Related Issues,1
547,Ads Related Issues,0
547,Content Discovery Issues,0
547,Listening Related Issues,0
547,Content Quality Issues,0
547,User Experience Issues,0
547,Support & Service Issues,0
547,Localization Issues,0
548,Coins Related Issues,1
548,User Experience Issues,2
548,Listening Related Issues,1
548,Ads Related Issues,0
548,Content Discovery Issues,0
548,Content Quality Issues,0
548,Support & Service Issues,0
548,Localization Issues,0
549,Coins Related Issues,2
549,Content Discovery Issues,1
549,Ads Related Issues,0
549,Listening Related Issues,0
549,Content Quality Issues,0
549,User Experience Issues,0
549,Support & Service Issues,0
549,Localization Issues,0
550,Coins Related Issues,1
550,Localization Issues,1
550,Ads Related Issues,0
550,Content Discovery Issues,0
550,Listening Related Issues,0
550,Content Quality Issues,0
550,User Experience Issues,0
550,Support & Service Issues,0
551,Ads Related Issues,1
551,Coins Related Issues,0
551,Content Discovery Issues,0
551,Listening Related Issues,0
551,Content Quality Issues,0
551,User Experience Issues,0
551,Support & Service Issues,0
551,Localization Issues,0
552,Coins Related Issues,1
552,Listening Related Issues,1
552,Ads Related Issues,0
552,Content Discovery Issues,0
552,Content Quality Issues,0
552,User Experience Issues,0
552,Support & Service Issues,0
552,Localization Issues,0
553,Coins Related Issues,1
553,Listening Related Issues,1
553,User Experience Issues,3
553,Support & Service Issues,1
553,Ads Related Issues,0
553,Content Discovery Issues,0
553,Content Quality Issues,0
553,Localization Issues,0
554,Support & Service Issues,1
554,Ads Related Issues,0
554,Coins Related Issues,0
554,Content Discovery Issues,0
554,Listening Related Issues,0
554,Content Quality Issues,0
554,User Experience Issues,0
554,Localization Issues,0
555,Coins Related Issues,1
555,Ads Related Issues,0
555,Content Discovery Issues,0
555,Listening Related Issues,0
555,Content Quality Issues,0
555,User Experience Issues,0
555,Support & Service Issues,0
555,Localization Issues,0
556,Listening Related Issues,2
556,Coins Related Issues,1
556,Content Quality Issues,1
556,Ads Related Issues,0
556,Content Discovery Issues,0
556,User Experience Issues,0
556,Support & Service Issues,0
556,Localization Issues,0
557,Coins Related Issues,1
557,Ads Related Issues,0
557,Content Discovery Issues,0
557,Listening Related Issues,0
557,Content Quality Issues,0
557,User Experience Issues,0
557,Support & Service Issues,0
557,Localization Issues,0
559,Ads Related Issues,1
559,User Experience Issues,2
559,Coins Related Issues,2
559,Content Discovery Issues,0
559,Listening Related Issues,0
559,Content Quality Issues,0
559,Support & Service Issues,0
559,Localization Issues,0
560,User Experience Issues,1
560,Ads Related Issues,0
560,Coins Related Issues,0
560,Content Discovery Issues,0
560,Listening Related Issues,0
560,Content Quality Issues,0
560,Support & Service Issues,0
560,Localization Issues,0
561,Coins Related Issues,1
561,Ads Related Issues,0
561,Content Discovery Issues,0
561,Listening Related Issues,0
561,Content Quality Issues,0
561,User Experience Issues,0
561,Support & Service Issues,0
561,Localization Issues,0
562,Coins Related Issues,1
562,Ads Related Issues,0
562,Content Discovery Issues,0
562,Listening Related Issues,0
562,Content Quality Issues,0
562,User Experience Issues,0
562,Support & Service Issues,0
562,Localization Issues,0
563,Content Discovery Issues,1
563,User Experience Issues,1
563,Ads Related Issues,0
563,Coins Related Issues,0
563,Listening Related Issues,0
563,Content Quality Issues,0
563,Support & Service Issues,0
563,Localization Issues,0
565,Coins Related Issues,1
565,Listening Related Issues,1
565,Support & Service Issues,1
565,Ads Related Issues,0
565,Content Discovery Issues,0
565,Content Quality Issues,0
565,User Experience Issues,0
565,Localization Issues,0
566,User Experience Issues,1
566,Ads Related Issues,0
566,Coins Related Issues,0
566,Content Discovery Issues,0
566,Listening Related Issues,0
566,Content Quality Issues,0
566,Support & Service Issues,0
566,Localization Issues,0
567,Coins Related Issues,1
567,Ads Related Issues,0
567,Content Discovery Issues,0
567,Listening Related Issues,0
567,Content Quality Issues,0
567,User Experience Issues,0
567,Support & Service Issues,0
567,Localization Issues,0
568,Coins Related Issues,2
568,Support & Service Issues,1
568,Localization Issues,1
568,Listening Related Issues,1
568,Ads Related Issues,0
568,Content Discovery Issues,0
568,Content Quality Issues,0
568,User Experience Issues,0
569,Listening Related Issues,1
569,Ads Related Issues,0
569,Coins Related Issues,0
569,Content Discovery Issues,0
569,Content Quality Issues,0
569,User Experience Issues,0
569,Support & Service Issues,0
569,Localization Issues,0
571,Coins Related Issues,2
571,Listening Related Issues,1
571,Support & Service Issues,1
571,Ads Related Issues,0
571,Content Discovery Issues,0
571,Content Quality Issues,0
571,User Experience Issues,0
571,Localization Issues,0
572,Localization Issues,1
572,User Experience Issues,1
572,Ads Related Issues,0
572,Coins Related Issues,0
572,Content Discovery Issues,0
572,Listening Related Issues,0
572,Content Quality Issues,0
572,Support & Service Issues,0
573,User Experience Issues,1
573,Ads Related Issues,0
573,Coins Related Issues,0
573,Content Discovery Issues,0
573,Listening Related Issues,0
573,Content Quality Issues,0
573,Support & Service Issues,0
573,Localization Issues,0
574,Coins Related Issues,1
574,Ads Related Issues,0
574,Content Discovery Issues,0
574,Listening Related Issues,0
574,Content Quality Issues,0
574,User Experience Issues,0
574,Support & Service Issues,0
574,Localization Issues,0
576,Listening Related Issues,1
576,Ads Related Issues,0
576,Coins Related Issues,0
576,Content Discovery Issues,0
576,Content Quality Issues,0
576,User Experience Issues,0
576,Support & Service Issues,0
576,Localization Issues,0
579,Support & Service Issues,1
579,Ads Related Issues,0
579,Coins Related Issues,0
579,Content Discovery Issues,0
579,Listening Related Issues,0
579,Content Quality Issues,0
579,User Experience Issues,0
579,Localization Issues,0
582,Coins Related Issues,1
582,Ads Related Issues,0
582,Content Discovery Issues,0
582,Listening Related Issues,0
582,Content Quality Issues,0
582,User Experience Issues,0
582,Support & Service Issues,0
582,Localization Issues,0
583,Coins Related Issues,3
583,User Experience Issues,1
583,Listening Related Issues,1
583,Ads Related Issues,1
583,Content Discovery Issues,0
583,Content Quality Issues,0
583,Support & Service Issues,0
583,Localization Issues,0
584,Ads Related Issues,2
584,Coins Related Issues,2
584,User Experience Issues,2
584,Content Discovery Issues,0
584,Listening Related Issues,0
584,Content Quality Issues,0
584,Support & Service Issues,0
584,Localization Issues,0
586,Listening Related Issues,1
586,Ads Related Issues,0
586,Coins Related Issues,0
586,Content Discovery Issues,0
586,Content Quality Issues,0
586,User Experience Issues,0
586,Support & Service Issues,0
586,Localization Issues,0
587,Coins Related Issues,1
587,Ads Related Issues,0
587,Content Discovery Issues,0
587,Listening Related Issues,0
587,Content Quality Issues,0
587,User Experience Issues,0
587,Support & Service Issues,0
587,Localization Issues,0
589,Coins Related Issues,3
589,Ads Related Issues,0
589,Content Discovery Issues,0
589,Listening Related Issues,0
589,Content Quality Issues,0
589,User Experience Issues,0
589,Support & Service Issues,0
589,Localization Issues,0
590,Support & Service Issues,1
590,Ads Related Issues,0
590,Coins Related Issues,0
590,Content Discovery Issues,0
590,Listening Related Issues,0
590,Content Quality Issues,0
590,User Experience Issues,0
590,Localization Issues,0
591,Coins Related Issues,1
591,Ads Related Issues,0
591,Content Discovery Issues,0
591,Listening Related Issues,0
591,Content Quality Issues,0
591,User Experience Issues,0
591,Support & Service Issues,0
591,Localization Issues,0
593,Coins Related Issues,1
593,User Experience Issues,1
593,Ads Related Issues,0
593,Content Discovery Issues,0
593,Listening Related Issues,0
593,Content Quality Issues,0
593,Support & Service Issues,0
593,Localization Issues,0
594,User Experience Issues,1
594,Ads Related Issues,0
594,Coins Related Issues,0
594,Content Discovery Issues,0
594,Listening Related Issues,0
594,Content Quality Issues,0
594,Support & Service Issues,0
594,Localization Issues,0
595,User Experience Issues,1
595,Support & Service Issues,1
595,Ads Related Issues,0
595,Coins Related Issues,0
595,Content Discovery Issues,0
595,Listening Related Issues,0
595,Content Quality Issues,0
595,Localization Issues,0
596,Coins Related Issues,1
596,Ads Related Issues,0
596,Content Discovery Issues,0
596,Listening Related Issues,0
596,Content Quality Issues,0
596,User Experience Issues,0
596,Support & Service Issues,0
596,Localization Issues,0
597,Coins Related Issues,3
597,User Experience Issues,1
597,Ads Related Issues,0
597,Content Discovery Issues,0
597,Listening Related Issues,0
597,Content Quality Issues,0
597,Support & Service Issues,0
597,Localization Issues,0
598,Coins Related Issues,1
598,Ads Related Issues,0
598,Content Discovery Issues,0
598,Listening Related Issues,0
598,Content Quality Issues,0
598,User Experience Issues,0
598,Support & Service Issues,0
598,Localization Issues,0
603,Coins Related Issues,3
603,User Experience Issues,2
603,Content Quality Issues,1
603,Ads Related Issues,0
603,Content Discovery Issues,0
603,Listening Related Issues,0
603,Support & Service Issues,0
603,Localization Issues,0
604,Coins Related Issues,1
604,Ads Related Issues,0
604,Content Discovery Issues,0
604,Listening Related Issues,0
604,Content Quality Issues,0
604,User Experience Issues,0
604,Support & Service Issues,0
604,Localization Issues,0
606,Coins Related Issues,1
606,Ads Related Issues,0
606,Content Discovery Issues,0
606,Listening Related Issues,0
606,Content Quality Issues,0
606,User Experience Issues,0
606,Support & Service Issues,0
606,Localization Issues,0
607,Listening Related Issues,1
607,Content Quality Issues,1
607,Localization Issues,2
607,Ads Related Issues,0
607,Coins Related Issues,0
607,Content Discovery Issues,0
607,User Experience Issues,0
607,Support & Service Issues,0
608,User Experience Issues,3
608,Content Quality Issues,1
608,Ads Related Issues,0
608,Coins Related Issues,0
608,Content Discovery Issues,0
608,Listening Related Issues,0
608,Support & Service Issues,0
608,Localization Issues,0
609,Listening Related Issues,1
609,Ads Related Issues,0
609,Coins Related Issues,0
609,Content Discovery Issues,0
609,Content Quality Issues,0
609,User Experience Issues,0
609,Support & Service Issues,0
609,Localization Issues,0
610,Coins Related Issues,1
610,User Experience Issues,1
610,Ads Related Issues,0
610,Content Discovery Issues,0
610,Listening Related Issues,0
610,Content Quality Issues,0
610,Support & Service Issues,0
610,Localization Issues,0
612,Coins Related Issues,1
612,Ads Related Issues,0
612,Content Discovery Issues,0
612,Listening Related Issues,0
612,Content Quality Issues,0
612,User Experience Issues,0
612,Support & Service Issues,0
612,Localization Issues,0
614,Content Quality Issues,1
614,Coins Related Issues,1
614,User Experience Issues,1
614,Ads Related Issues,0
614,Content Discovery Issues,0
614,Listening Related Issues,0
614,Support & Service Issues,0
614,Localization Issues,0
616,Listening Related Issues,1
616,Ads Related Issues,0
616,Coins Related Issues,0
616,Content Discovery Issues,0
616,Content Quality Issues,0
616,User Experience Issues,0
616,Support & Service Issues,0
616,Localization Issues,0
618,Coins Related Issues,1
618,Listening Related Issues,1
618,Support & Service Issues,1
618,Ads Related Issues,0
618,Content Discovery Issues,0
618,Content Quality Issues,0
618,User Experience Issues,0
618,Localization Issues,0
619,Ads Related Issues,1
619,Coins Related Issues,0
619,Content Discovery Issues,0
619,Listening Related Issues,0
619,Content Quality Issues,0
619,User Experience Issues,0
619,Support & Service Issues,0
619,Localization Issues,0
620,Coins Related Issues,1
620,Ads Related Issues,0
620,Content Discovery Issues,0
620,Listening Related Issues,0
620,Content Quality Issues,0
620,User Experience Issues,0
620,Support & Service Issues,0
620,Localization Issues,0
621,Listening Related Issues,1
621,Ads Related Issues,0
621,Coins Related Issues,0
621,Content Discovery Issues,0
621,Content Quality Issues,0
621,User Experience Issues,0
621,Support & Service Issues,0
621,Localization Issues,0
625,Coins Related Issues,1
625,Ads Related Issues,0
625,Content Discovery Issues,0
625,Listening Related Issues,0
625,Content Quality Issues,0
625,User Experience Issues,0
625,Support & Service Issues,0
625,Localization Issues,0
626,Listening Related Issues,2
626,Content Quality Issues,1
626,Ads Related Issues,0
626,Coins Related Issues,0
626,Content Discovery Issues,0
626,User Experience Issues,0
626,Support & Service Issues,0
626,Localization Issues,0
627,Listening Related Issues,2
627,Ads Related Issues,0
627,Coins Related Issues,0
627,Content Discovery Issues,0
627,Content Quality Issues,0
627,User Experience Issues,0
627,Support & Service Issues,0
627,Localization Issues,0
629,Coins Related Issues,1
629,Ads Related Issues,0
629,Content Discovery Issues,0
629,Listening Related Issues,0
629,Content Quality Issues,0
629,User Experience Issues,0
629,Support & Service Issues,0
629,Localization Issues,0
631,Coins Related Issues,1
631,Ads Related Issues,0
631,Content Discovery Issues,0
631,Listening Related Issues,0
631,Content Quality Issues,0
631,User Experience Issues,0
631,Support & Service Issues,0
631,Localization Issues,0
632,Coins Related Issues,1
632,Support & Service Issues,1
632,Ads Related Issues,0
632,Content Discovery Issues,0
632,Listening Related Issues,0
632,Content Quality Issues,0
632,User Experience Issues,0
632,Localization Issues,0
633,Content Quality Issues,1
633,Ads Related Issues,0
633,Coins Related Issues,0
633,Content Discovery Issues,0
633,Listening Related Issues,0
633,User Experience Issues,0
633,Support & Service Issues,0
633,Localization Issues,0
634,Support & Service Issues,1
634,Localization Issues,2
634,Ads Related Issues,0
634,Coins Related Issues,0
634,Content Discovery Issues,0
634,Listening Related Issues,0
634,Content Quality Issues,0
634,User Experience Issues,0
637,Coins Related Issues,1
637,Ads Related Issues,0
637,Content Discovery Issues,0
637,Listening Related Issues,0
637,Content Quality Issues,0
637,User Experience Issues,0
637,Support & Service Issues,0
637,Localization Issues,0
639,Support & Service Issues,1
639,Ads Related Issues,0
639,Coins Related Issues,0
639,Content Discovery Issues,0
639,Listening Related Issues,0
639,Content Quality Issues,0
639,User Experience Issues,0
639,Localization Issues,0
640,Listening Related Issues,1
640,Ads Related Issues,0
640,Coins Related Issues,0
640,Content Discovery Issues,0
640,Content Quality Issues,0
640,User Experience Issues,0
640,Support & Service Issues,0
640,Localization Issues,0
641,Coins Related Issues,1
641,User Experience Issues,1
641,Listening Related Issues,1
641,Ads Related Issues,0
641,Content Discovery Issues,0
641,Content Quality Issues,0
641,Support & Service Issues,0
641,Localization Issues,0
642,Coins Related Issues,2
642,User Experience Issues,2
642,Ads Related Issues,0
642,Content Discovery Issues,0
642,Listening Related Issues,0
642,Content Quality Issues,0
642,Support & Service Issues,0
642,Localization Issues,0
646,Coins Related Issues,1
646,Ads Related Issues,0
646,Content Discovery Issues,0
646,Listening Related Issues,0
646,Content Quality Issues,0
646,User Experience Issues,0
646,Support & Service Issues,0
646,Localization Issues,0
649,Coins Related Issues,2
649,User Experience Issues,1
649,Ads Related Issues,0
649,Content Discovery Issues,0
649,Listening Related Issues,0
649,Content Quality Issues,0
649,Support & Service Issues,0
649,Localization Issues,0
650,Coins Related Issues,2
650,Listening Related Issues,2
650,Ads Related Issues,0
650,Content Discovery Issues,0
650,Content Quality Issues,0
650,User Experience Issues,0
650,Support & Service Issues,0
650,Localization Issues,0
653,Listening Related Issues,1
653,Ads Related Issues,0
653,Coins Related Issues,0
653,Content Discovery Issues,0
653,Content Quality Issues,0
653,User Experience Issues,0
653,Support & Service Issues,0
653,Localization Issues,0
655,Support & Service Issues,1
655,Ads Related Issues,0
655,Coins Related Issues,0
655,Content Discovery Issues,0
655,Listening Related Issues,0
655,Content Quality Issues,0
655,User Experience Issues,0
655,Localization Issues,0
657,Coins Related Issues,3
657,Ads Related Issues,0
657,Content Discovery Issues,0
657,Listening Related Issues,0
657,Content Quality Issues,0
657,User Experience Issues,0
657,Support & Service Issues,0
657,Localization Issues,0
661,Coins Related Issues,1
661,Ads Related Issues,0
661,Content Discovery Issues,0
661,Listening Related Issues,0
661,Content Quality Issues,0
661,User Experience Issues,0
661,Support & Service Issues,0
661,Localization Issues,0
663,Coins Related Issues,1
663,Listening Related Issues,1
663,Ads Related Issues,0
663,Content Discovery Issues,0
663,Content Quality Issues,0
663,User Experience Issues,0
663,Support & Service Issues,0
663,Localization Issues,0
666,Coins Related Issues,2
666,Content Discovery Issues,1
666,Ads Related Issues,0
666,Listening Related Issues,0
666,Content Quality Issues,0
666,User Experience Issues,0
666,Support & Service Issues,0
666,Localization Issues,0
667,Coins Related Issues,1
667,Ads Related Issues,1
667,User Experience Issues,2
667,Content Discovery Issues,0
667,Listening Related Issues,0
667,Content Quality Issues,0
667,Support & Service Issues,0
667,Localization Issues,0
668,User Experience Issues,1
668,Coins Related Issues,1
668,Ads Related Issues,0
668,Content Discovery Issues,0
668,Listening Related Issues,0
668,Content Quality Issues,0
668,Support & Service Issues,0
668,Localization Issues,0
670,Ads Related Issues,1
670,User Experience Issues,2
670,Listening Related Issues,1
670,Coins Related Issues,0
670,Content Discovery Issues,0
670,Content Quality Issues,0
670,Support & Service Issues,0
670,Localization Issues,0
672,Listening Related Issues,1
672,User Experience Issues,1
672,Support & Service Issues,1
672,Ads Related Issues,0
672,Coins Related Issues,0
672,Content Discovery Issues,0
672,Content Quality Issues,0
672,Localization Issues,0
673,Coins Related Issues,1
673,Ads Related Issues,0
673,Content Discovery Issues,0
673,Listening Related Issues,0
673,Content Quality Issues,0
673,User Experience Issues,0
673,Support & Service Issues,0
673,Localization Issues,0
674,Coins Related Issues,2
674,Ads Related Issues,0
674,Content Discovery Issues,0
674,Listening Related Issues,0
674,Content Quality Issues,0
674,User Experience Issues,0
674,Support & Service Issues,0
674,Localization Issues,0
677,Ads Related Issues,1
677,Coins Related Issues,1
677,Content Discovery Issues,0
677,Listening Related Issues,0
677,Content Quality Issues,0
677,User Experience Issues,0
677,Support & Service Issues,0
677,Localization Issues,0
678,Coins Related Issues,3
678,Support & Service Issues,2
678,Listening Related Issues,1
678,Ads Related Issues,1
678,Content Discovery Issues,0
678,Content Quality Issues,0
678,User Experience Issues,0
678,Localization Issues,0
679,Content Quality Issues,1
679,Localization Issues,1
679,Ads Related Issues,0
679,Coins Related Issues,0
679,Content Discovery Issues,0
679,Listening Related Issues,0
679,User Experience Issues,0
679,Support & Service Issues,0
680,Coins Related Issues,1
680,User Experience Issues,2
680,Ads Related Issues,0
680,Content Discovery Issues,0
680,Listening Related Issues,0
680,Content Quality Issues,0
680,Support & Service Issues,0
680,Localization Issues,0
681,Ads Related Issues,1
681,User Experience Issues,1
681,Coins Related Issues,0
681,Content Discovery Issues,0
681,Listening Related Issues,0
681,Content Quality Issues,0
681,Support & Service Issues,0
681,Localization Issues,0
682,Listening Related Issues,1
682,Ads Related Issues,0
682,Coins Related Issues,0
682,Content Discovery Issues,0
682,Content Quality Issues,0
682,User Experience Issues,0
682,Support & Service Issues,0
682,Localization Issues,0
684,Coins Related Issues,1
684,User Experience Issues,1
684,Ads Related Issues,0
684,Content Discovery Issues,0
684,Listening Related Issues,0
684,Content Quality Issues,0
684,Support & Service Issues,0
684,Localization Issues,0
687,Support & Service Issues,1
687,Ads Related Issues,0
687,Coins Related Issues,0
687,Content Discovery Issues,0
687,Listening Related Issues,0
687,Content Quality Issues,0
687,User Experience Issues,0
687,Localization Issues,0
688,Support & Service Issues,1
688,Ads Related Issues,0
688,Coins Related Issues,0
688,Content Discovery Issues,0
688,Listening Related Issues,0
688,Content Quality Issues,0
688,User Experience Issues,0
688,Localization Issues,0
690,Coins Related Issues,1
690,Ads Related Issues,0
690,Content Discovery Issues,0
690,Listening Related Issues,0
690,Content Quality Issues,0
690,User Experience Issues,0
690,Support & Service Issues,0
690,Localization Issues,0
692,User Experience Issues,1
692,Ads Related Issues,0
692,Coins Related Issues,0
692,Content Discovery Issues,0
692,Listening Related Issues,0
692,Content Quality Issues,0
692,Support & Service Issues,0
692,Localization Issues,0
693,Ads Related Issues,1
693,Coins Related Issues,1
693,Content Discovery Issues,0
693,Listening Related Issues,0
693,Content Quality Issues,0
693,User Experience Issues,0
693,Support & Service Issues,0
693,Localization Issues,0
694,Coins Related Issues,1
694,Content Quality Issues,1
694,Ads Related Issues,0
694,Content Discovery Issues,0
694,Listening Related Issues,0
694,User Experience Issues,0
694,Support & Service Issues,0
694,Localization Issues,0
695,Listening Related Issues,1
695,Coins Related Issues,1
695,Ads Related Issues,0
695,Content Discovery Issues,0
695,Content Quality Issues,0
695,User Experience Issues,0
695,Support & Service Issues,0
695,Localization Issues,0
696,Coins Related Issues,1
